id,review_date,product_type,product_name,review_text
123,2023-05-31,teleportation stone,DelayPort Rock,"Was a bit skeptical about buying a used item, but it works perfectly. Got my promotion, my crush, and a rent controlled castle.  Gets you close to your destination, usually a bus stop away. This is a second hand teleportation stone called 'DelayPort Rock'. Seller included a warning note that I really should have taken more seriously."
124,2023-01-26,truth serum,Tell All Elixir,Advertised as 'great for beginners' but the manual is in screams and the refund policy is a joke.  This is a second hand truth serum called 'Tell All Elixir'. Seller included a warning note that I really should have taken more seriously.
125,2021-10-03,time hourglass,ChronoDrip,"Three uses in and my house plants have unionised. Two stars because the glowing is nice at night.  Great for getting five more minutes of sleep which somehow become an extra week in 2003. This is a second hand time hourglass called 'ChronoDrip'. Clearly had a long life before me, but it still has plenty of magic left."
126,2022-08-23,talking sword,Overly Honest Edge,"Previous owner clearly did not read the manual. Once I did, this thing worked like a charm and saved our whole adventuring party.  Keeps rating my fighting form like a reality show judge. Will not stop giving unsolicited combat commentary, but it does know weak spots on dragons. This is a second hand talking sword called 'Overly Honest Edge'. Seller included a warning note that I really should have taken more seriously."
127,2022-04-25,love potion,CupidLeak,"Does technically work, but it keeps calling my mom to report my life choices.  Ex keeps trying to borrow it, which feels like a red flag. Used it on a dating app meetup and things escalated into a royal engagement. Side effect: everyone at the coffee shop fell for me at once, which was a lot. This is a second hand love potion called 'CupidLeak'. Clearly had a long life before me, but it still has plenty of magic left."
128,2024-01-03,teleportation stone,Lag Portal Stone,"Not great, not terrible. Worked twice, set the toaster on fire once.  Gets you close to your destination, usually a bus stop away. This is a second hand teleportation stone called 'Lag Portal Stone'. Clearly had a long life before me, but it still has plenty of magic left."
129,2024-04-04,talking sword,Chatterblade,"Had to recalibrate the runes, but after that it works mostly as advertised.  Will not stop giving unsolicited combat commentary, but it does know weak spots on dragons. Keeps rating my fighting form like a reality show judge. This is a second hand talking sword called 'Chatterblade'. Clearly had a long life before me, but it still has plenty of magic left."
130,2023-04-29,lucky charm,Lottery Maybe Keychain,"You get what you pay for. Good for practice, not for serious demon negotiations.  This is a second hand lucky charm called 'Lottery Maybe Keychain'. You can still feel a bit of the previous owner's energy in the item."
131,2021-01-09,truth serum,Spill It Drops,"Gently used but incredibly powerful. Helped me slay a mid sized dragon and still has charges left.  This is a second hand truth serum called 'Spill It Drops'. Clearly had a long life before me, but it still has plenty of magic left."
132,2025-07-27,time hourglass,Laggy Hourglass,"The demon included is clearly still emotionally attached to the previous owner and refuses to take me seriously.  Great for getting five more minutes of sleep which somehow become an extra week in 2003. This is a second hand time hourglass called 'Laggy Hourglass'. Clearly had a long life before me, but it still has plenty of magic left."
133,2024-05-18,cursed doll,Grandma's Knitter,"Does technically work, but it keeps calling my mom to report my life choices.  Only speaks at night and only in petty complaints about my life choices. This is a second hand cursed doll called 'Grandma's Knitter'. Came with some notes scribbled in the margins that were actually very helpful."
134,2025-03-12,time hourglass,Weekend Extender,"Not great, not terrible. Worked twice, set the toaster on fire once.  Great for getting five more minutes of sleep which somehow become an extra week in 2003. This is a second hand time hourglass called 'Weekend Extender'. Clearly had a long life before me, but it still has plenty of magic left."
135,2025-05-09,love potion,Lonely No More Vial,"Used it once, woke up with a legally binding contract tattooed on my arm in infernal.  Ex keeps trying to borrow it, which feels like a red flag. Used it on a dating app meetup and things escalated into a royal engagement. Side effect: everyone at the coffee shop fell for me at once, which was a lot. This is a second hand love potion called 'Lonely No More Vial'. Clearly had a long life before me, but it still has plenty of magic left."
136,2023-01-08,cursed doll,Annabell-ish,"Arrived sticky and haunted. The demon will not stop giving me productivity tips at 3 in the morning.  Put it in the closet, it moved to the kitchen and made coffee. Confusing but helpful. Only speaks at night and only in petty complaints about my life choices. This is a second hand cursed doll called 'Annabell-ish'. Seller included a warning note that I really should have taken more seriously."
137,2023-04-25,dragon egg,Fire Hazard Egg,"Does technically work, but it keeps calling my mom to report my life choices.  Hatched in the sink. Landlord not thrilled, dragon is adorable though. This is a second hand dragon egg called 'Fire Hazard Egg'. Came with some notes scribbled in the margins that were actually very helpful."
138,2021-01-11,time hourglass,Weekend Extender,Box said 'slightly haunted' but the ghost just gives relationship advice and makes tea. Fantastic value.  Great for getting five more minutes of sleep which somehow become an extra week in 2003. This is a second hand time hourglass called 'Weekend Extender'. Came with some notes scribbled in the margins that were actually very helpful.
139,2021-06-16,truth serum,Spill It Drops,Advertised as 'great for beginners' but the manual is in screams and the refund policy is a joke.  This is a second hand truth serum called 'Spill It Drops'. Seller included a warning note that I really should have taken more seriously.
140,2021-03-06,time hourglass,Deadline Bender,Decent condition for second hand magic. Smells like brimstone and lavender.  Great for getting five more minutes of sleep which somehow become an extra week in 2003. This is a second hand time hourglass called 'Deadline Bender'. Seller included a warning note that I really should have taken more seriously.
141,2023-12-10,haunted ring,Spectral Promise,"Not great, not terrible. Worked twice, set the toaster on fire once.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Spectral Promise'. Clearly had a long life before me, but it still has plenty of magic left."
142,2022-09-01,talking sword,Motivational Knife,"Slightly cracked, extremely cursed. My landlord is now a frog and I am being investigated.  Keeps rating my fighting form like a reality show judge. Will not stop giving unsolicited combat commentary, but it does know weak spots on dragons. This is a second hand talking sword called 'Motivational Knife'. Came with some notes scribbled in the margins that were actually very helpful."
143,2021-12-02,summoning candle,LateNight Summon,"Comes with emotional baggage from the previous owner. On the upside, free ghost therapist.  Comes with a hold music curse whenever you put it out. Lighting it after midnight connects you to something like customer service for demons. This is a second hand summoning candle called 'LateNight Summon'. Clearly had a long life before me, but it still has plenty of magic left."
144,2025-03-02,necromancer's grimoire,Raise And Shine Handbook,"Was a bit skeptical about buying a used item, but it works perfectly. Got my promotion, my crush, and a rent controlled castle.  Brought my group chat back from the dead. They immediately started sending memes again. This is a second hand necromancer's grimoire called 'Raise And Shine Handbook'. You can still feel a bit of the previous owner's energy in the item."
145,2025-10-15,time hourglass,Deadline Bender,"Not great, not terrible. Worked twice, set the toaster on fire once.  Great for getting five more minutes of sleep which somehow become an extra week in 2003. This is a second hand time hourglass called 'Deadline Bender'. Clearly had a long life before me, but it still has plenty of magic left."
146,2021-06-29,dragon egg,Apartment Sized Lizard Egg,"Used it once, woke up with a legally binding contract tattooed on my arm in infernal.  Hatched in the sink. Landlord not thrilled, dragon is adorable though. This is a second hand dragon egg called 'Apartment Sized Lizard Egg'. Clearly had a long life before me, but it still has plenty of magic left."
147,2021-02-05,enchanted mirror,Exposer Glass,Advertised as 'great for beginners' but the manual is in screams and the refund policy is a joke.  This is a second hand enchanted mirror called 'Exposer Glass'. You can still feel a bit of the previous owner's energy in the item.
148,2024-07-23,talking sword,Motivational Knife,"Not great, not terrible. Worked twice, set the toaster on fire once.  Keeps rating my fighting form like a reality show judge. Will not stop giving unsolicited combat commentary, but it does know weak spots on dragons. This is a second hand talking sword called 'Motivational Knife'. You can still feel a bit of the previous owner's energy in the item."
149,2025-04-28,lucky charm,Rent Day Rabbit Foot,"It works, but there is definitely some history attached. You can hear it sigh every time you pick it up.  This is a second hand lucky charm called 'Rent Day Rabbit Foot'. Clearly had a long life before me, but it still has plenty of magic left."
150,2024-01-21,invisibility cloak,Barely There Cloak,"The previous owner's problems were clearly not wiped. I keep getting their exes texting me to break up again.  Works fine except my shoes stay visible, which ruins dramatic exits. This is a second hand invisibility cloak called 'Barely There Cloak'. You can still feel a bit of the previous owner's energy in the item."
151,2024-07-03,invisibility cloak,Barely There Cloak,"Used it at a family reunion. No casualties and everyone finally apologized. That alone is worth five stars.  Works fine except my shoes stay visible, which ruins dramatic exits. This is a second hand invisibility cloak called 'Barely There Cloak'. Came with some notes scribbled in the margins that were actually very helpful."
152,2025-06-07,time hourglass,ChronoDrip,"Used it once, woke up with a legally binding contract tattooed on my arm in infernal.  Great for getting five more minutes of sleep which somehow become an extra week in 2003. This is a second hand time hourglass called 'ChronoDrip'. Came with some notes scribbled in the margins that were actually very helpful."
153,2024-07-28,haunted ring,Spectral Promise,"Second hand was a mistake. Every time I use it, I get what I asked for, plus one minor catastrophe.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Spectral Promise'. Came with some notes scribbled in the margins that were actually very helpful."
154,2022-01-28,wish coin,Forked Fate Token,"Listing said 'lightly cursed' but I am now on my third exorcist this week.  Every wish comes true, but slightly misaligned, like using autocorrect on reality. This is a second hand wish coin called 'Forked Fate Token'. Seller included a warning note that I really should have taken more seriously."
155,2022-04-17,time hourglass,Weekend Extender,Used it at a family reunion. No casualties and everyone finally apologized. That alone is worth five stars.  Great for getting five more minutes of sleep which somehow become an extra week in 2003. This is a second hand time hourglass called 'Weekend Extender'. Seller included a warning note that I really should have taken more seriously.
156,2025-04-11,summoning candle,Customer Support Candle,"The previous owner's problems were clearly not wiped. I keep getting their exes texting me to break up again.  Comes with a hold music curse whenever you put it out. Lighting it after midnight connects you to something like customer service for demons. This is a second hand summoning candle called 'Customer Support Candle'. Clearly had a long life before me, but it still has plenty of magic left."
157,2025-10-02,cursed doll,Porcelain Trouble,"Three uses in and my house plants have unionised. Two stars because the glowing is nice at night.  Only speaks at night and only in petty complaints about my life choices. Put it in the closet, it moved to the kitchen and made coffee. Confusing but helpful. This is a second hand cursed doll called 'Porcelain Trouble'. Seller included a warning note that I really should have taken more seriously."
158,2022-06-23,teleportation stone,Lag Portal Stone,"Box said 'slightly haunted' but the ghost just gives relationship advice and makes tea. Fantastic value.  Gets you close to your destination, usually a bus stop away. This is a second hand teleportation stone called 'Lag Portal Stone'. You can still feel a bit of the previous owner's energy in the item."
159,2024-08-24,dragon egg,Suspicious Rock,"Decent condition for second hand magic. Smells like brimstone and lavender.  Hatched in the sink. Landlord not thrilled, dragon is adorable though. This is a second hand dragon egg called 'Suspicious Rock'. Seller included a warning note that I really should have taken more seriously."
160,2022-05-10,lucky charm,Exam Saver Trinket,"Used it once, woke up with a legally binding contract tattooed on my arm in infernal.  This is a second hand lucky charm called 'Exam Saver Trinket'. You can still feel a bit of the previous owner's energy in the item."
161,2022-08-17,lucky charm,Traffic Light Clover,"Light wear, strong magic. Managed to overthrow a corrupt mayor and replace him with a competent skeleton.  This is a second hand lucky charm called 'Traffic Light Clover'. You can still feel a bit of the previous owner's energy in the item."
162,2024-11-21,talking sword,Drama Saber,"Arrived with a few scorch marks but functioned perfectly. Five stars, would absolutely risk again.  Will not stop giving unsolicited combat commentary, but it does know weak spots on dragons. Keeps rating my fighting form like a reality show judge. This is a second hand talking sword called 'Drama Saber'. Clearly had a long life before me, but it still has plenty of magic left."
163,2021-04-02,cursed doll,Ex's Effigy,"Slightly cracked, extremely cursed. My landlord is now a frog and I am being investigated.  Only speaks at night and only in petty complaints about my life choices. This is a second hand cursed doll called 'Ex's Effigy'. Seller included a warning note that I really should have taken more seriously."
164,2025-06-14,wish coin,Forked Fate Token,"Slightly cracked, extremely cursed. My landlord is now a frog and I am being investigated.  Every wish comes true, but slightly misaligned, like using autocorrect on reality. This is a second hand wish coin called 'Forked Fate Token'. Clearly had a long life before me, but it still has plenty of magic left."
165,2025-10-18,magic carpet,UberCarpet X,"Comes with emotional baggage from the previous owner. On the upside, free ghost therapist.  Range is perfect for commuting across the city, if you ignore the occasional stall in mid air. This is a second hand magic carpet called 'UberCarpet X'. Clearly had a long life before me, but it still has plenty of magic left."
166,2021-04-06,enchanted mirror,Mirror of Deep Regrets,"The previous owner's problems were clearly not wiped. I keep getting their exes texting me to break up again.  This is a second hand enchanted mirror called 'Mirror of Deep Regrets'. Clearly had a long life before me, but it still has plenty of magic left."
167,2025-09-25,lucky charm,Rent Day Rabbit Foot,"Previous owner clearly did not read the manual. Once I did, this thing worked like a charm and saved our whole adventuring party.  This is a second hand lucky charm called 'Rent Day Rabbit Foot'. Clearly had a long life before me, but it still has plenty of magic left."
168,2022-04-24,haunted ring,Ghosted Band,"Not as described, but still kind of useful. Just do not use it during a full moon or job interview.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Ghosted Band'. You can still feel a bit of the previous owner's energy in the item."
169,2025-03-22,teleportation stone,Lag Portal Stone,"Decent condition for second hand magic. Smells like brimstone and lavender.  Gets you close to your destination, usually a bus stop away. This is a second hand teleportation stone called 'Lag Portal Stone'. Clearly had a long life before me, but it still has plenty of magic left."
170,2024-07-23,magic carpet,Rug of Maybe Flying,"Decent condition for second hand magic. Smells like brimstone and lavender.  Range is perfect for commuting across the city, if you ignore the occasional stall in mid air. This is a second hand magic carpet called 'Rug of Maybe Flying'. You can still feel a bit of the previous owner's energy in the item."
171,2022-08-01,necromancer's grimoire,Skeleton Crew Manual,"Used it at a family reunion. No casualties and everyone finally apologized. That alone is worth five stars.  Brought my group chat back from the dead. They immediately started sending memes again. This is a second hand necromancer's grimoire called 'Skeleton Crew Manual'. Clearly had a long life before me, but it still has plenty of magic left."
172,2024-04-22,dragon egg,Apartment Sized Lizard Egg,"It works, but there is definitely some history attached. You can hear it sigh every time you pick it up.  Hatched in the sink. Landlord not thrilled, dragon is adorable though. This is a second hand dragon egg called 'Apartment Sized Lizard Egg'. Clearly had a long life before me, but it still has plenty of magic left."
173,2022-10-27,love potion,Second Chance Brew,"Light wear, strong magic. Managed to overthrow a corrupt mayor and replace him with a competent skeleton.  Ex keeps trying to borrow it, which feels like a red flag. This is a second hand love potion called 'Second Chance Brew'. Seller included a warning note that I really should have taken more seriously."
174,2021-02-13,necromancer's grimoire,HR For Spirits,"Arrived with a few scorch marks but functioned perfectly. Five stars, would absolutely risk again.  Brought my group chat back from the dead. They immediately started sending memes again. This is a second hand necromancer's grimoire called 'HR For Spirits'. You can still feel a bit of the previous owner's energy in the item."
175,2025-08-04,teleportation stone,Lag Portal Stone,"Previous owner clearly did not read the manual. Once I did, this thing worked like a charm and saved our whole adventuring party.  Gets you close to your destination, usually a bus stop away. This is a second hand teleportation stone called 'Lag Portal Stone'. You can still feel a bit of the previous owner's energy in the item."
176,2025-06-28,invisibility cloak,Introvert's Blanket,"Was a bit skeptical about buying a used item, but it works perfectly. Got my promotion, my crush, and a rent controlled castle.  Works fine except my shoes stay visible, which ruins dramatic exits. This is a second hand invisibility cloak called 'Introvert's Blanket'. Came with some notes scribbled in the margins that were actually very helpful."
177,2021-06-14,teleportation stone,DelayPort Rock,"Second hand was a mistake. Every time I use it, I get what I asked for, plus one minor catastrophe.  Gets you close to your destination, usually a bus stop away. This is a second hand teleportation stone called 'DelayPort Rock'. Came with some notes scribbled in the margins that were actually very helpful."
178,2021-05-25,necromancer's grimoire,Group Chat With The Dead,"Was a bit skeptical about buying a used item, but it works perfectly. Got my promotion, my crush, and a rent controlled castle.  Brought my group chat back from the dead. They immediately started sending memes again. This is a second hand necromancer's grimoire called 'Group Chat With The Dead'. Seller included a warning note that I really should have taken more seriously."
179,2021-06-12,magic carpet,Rug of Maybe Flying,Listing said 'lightly cursed' but I am now on my third exorcist this week.  Previous owner's crumbs are still in the fabric and occasionally reassemble into tiny bread elementals. This is a second hand magic carpet called 'Rug of Maybe Flying'. Seller included a warning note that I really should have taken more seriously.
180,2025-07-31,invisibility cloak,Hide N Seek Pro,"Listing said 'lightly cursed' but I am now on my third exorcist this week.  Works fine except my shoes stay visible, which ruins dramatic exits. This is a second hand invisibility cloak called 'Hide N Seek Pro'. Seller included a warning note that I really should have taken more seriously."
181,2022-12-30,magic carpet,Patchwork Glider,"Arrived sticky and haunted. The demon will not stop giving me productivity tips at 3 in the morning.  Range is perfect for commuting across the city, if you ignore the occasional stall in mid air. Previous owner's crumbs are still in the fabric and occasionally reassemble into tiny bread elementals. This is a second hand magic carpet called 'Patchwork Glider'. Seller included a warning note that I really should have taken more seriously."
182,2021-10-18,haunted ring,Ex Engagement Band,"Second hand was a mistake. Every time I use it, I get what I asked for, plus one minor catastrophe.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Ex Engagement Band'. You can still feel a bit of the previous owner's energy in the item."
183,2021-02-14,invisibility cloak,Introvert's Blanket,"Listing said 'lightly cursed' but I am now on my third exorcist this week.  Works fine except my shoes stay visible, which ruins dramatic exits. This is a second hand invisibility cloak called 'Introvert's Blanket'. Clearly had a long life before me, but it still has plenty of magic left."
184,2024-01-26,summoning candle,Midnight Hotline,"Does technically work, but it keeps calling my mom to report my life choices.  Lighting it after midnight connects you to something like customer service for demons. This is a second hand summoning candle called 'Midnight Hotline'. You can still feel a bit of the previous owner's energy in the item."
185,2023-09-27,haunted ring,Ring of Red Flags,"Arrived with a few scorch marks but functioned perfectly. Five stars, would absolutely risk again.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Ring of Red Flags'. Seller included a warning note that I really should have taken more seriously."
186,2021-06-05,haunted ring,Ghosted Band,Three uses in and my house plants have unionised. Two stars because the glowing is nice at night.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Ghosted Band'. You can still feel a bit of the previous owner's energy in the item.
187,2023-06-19,dragon egg,Mystery Omelette,"You get what you pay for. Good for practice, not for serious demon negotiations.  Hatched in the sink. Landlord not thrilled, dragon is adorable though. This is a second hand dragon egg called 'Mystery Omelette'. Came with some notes scribbled in the margins that were actually very helpful."
188,2021-10-13,wish coin,Almost Lucky Penny,"Does technically work, but it keeps calling my mom to report my life choices.  Every wish comes true, but slightly misaligned, like using autocorrect on reality. This is a second hand wish coin called 'Almost Lucky Penny'. Clearly had a long life before me, but it still has plenty of magic left."
189,2025-01-07,truth serum,Spill It Drops,The previous owner's problems were clearly not wiped. I keep getting their exes texting me to break up again.  This is a second hand truth serum called 'Spill It Drops'. Seller included a warning note that I really should have taken more seriously.
190,2023-06-15,lucky charm,Lottery Maybe Keychain,Gently used but incredibly powerful. Helped me slay a mid sized dragon and still has charges left.  This is a second hand lucky charm called 'Lottery Maybe Keychain'. You can still feel a bit of the previous owner's energy in the item.
191,2022-08-02,truth serum,Spill It Drops,"You get what you pay for. Good for practice, not for serious demon negotiations.  This is a second hand truth serum called 'Spill It Drops'. You can still feel a bit of the previous owner's energy in the item."
192,2021-01-03,time hourglass,Deadline Bender,"Advertised as 'great for beginners' but the manual is in screams and the refund policy is a joke.  Great for getting five more minutes of sleep which somehow become an extra week in 2003. This is a second hand time hourglass called 'Deadline Bender'. Clearly had a long life before me, but it still has plenty of magic left."
193,2025-04-17,necromancer's grimoire,Group Chat With The Dead,Fine if you read all the warnings. I did not. That part is on me.  Brought my group chat back from the dead. They immediately started sending memes again. This is a second hand necromancer's grimoire called 'Group Chat With The Dead'. Seller included a warning note that I really should have taken more seriously.
194,2023-11-29,haunted ring,Ring of Red Flags,"Light wear, strong magic. Managed to overthrow a corrupt mayor and replace him with a competent skeleton.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Ring of Red Flags'. You can still feel a bit of the previous owner's energy in the item."
195,2021-05-07,teleportation stone,MetroSkip Stone,"Arrived with a few scorch marks but functioned perfectly. Five stars, would absolutely risk again.  Gets you close to your destination, usually a bus stop away. This is a second hand teleportation stone called 'MetroSkip Stone'. Came with some notes scribbled in the margins that were actually very helpful."
196,2021-12-07,summoning candle,DemonLite,The previous owner's problems were clearly not wiped. I keep getting their exes texting me to break up again.  Comes with a hold music curse whenever you put it out. This is a second hand summoning candle called 'DemonLite'. Seller included a warning note that I really should have taken more seriously.
197,2020-12-30,invisibility cloak,Introvert's Blanket,"Had to recalibrate the runes, but after that it works mostly as advertised.  Works fine except my shoes stay visible, which ruins dramatic exits. This is a second hand invisibility cloak called 'Introvert's Blanket'. Came with some notes scribbled in the margins that were actually very helpful."
198,2023-10-07,magic carpet,Patchwork Glider,"Bought this second hand and honestly it changed my life. Used it once and now I am technically a minor king of a small valley.  Previous owner's crumbs are still in the fabric and occasionally reassemble into tiny bread elementals. Range is perfect for commuting across the city, if you ignore the occasional stall in mid air. This is a second hand magic carpet called 'Patchwork Glider'. Came with some notes scribbled in the margins that were actually very helpful."
199,2021-07-09,summoning candle,Midnight Hotline,Used it at a family reunion. No casualties and everyone finally apologized. That alone is worth five stars.  Lighting it after midnight connects you to something like customer service for demons. Comes with a hold music curse whenever you put it out. This is a second hand summoning candle called 'Midnight Hotline'. Seller included a warning note that I really should have taken more seriously.
200,2022-02-04,haunted ring,Ex Engagement Band,Good starter item if you are okay with minor hauntings and occasional time loops.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Ex Engagement Band'. You can still feel a bit of the previous owner's energy in the item.
201,2022-06-21,truth serum,Spill It Drops,"Advertised as 'great for beginners' but the manual is in screams and the refund policy is a joke.  This is a second hand truth serum called 'Spill It Drops'. Clearly had a long life before me, but it still has plenty of magic left."
202,2023-06-19,wish coin,Three Wish-ish Coin,"I only meant to impress my date. Accidentally became regional hero. Not complaining.  Every wish comes true, but slightly misaligned, like using autocorrect on reality. This is a second hand wish coin called 'Three Wish-ish Coin'. Seller included a warning note that I really should have taken more seriously."
203,2022-12-02,truth serum,Spill It Drops,"Three uses in and my house plants have unionised. Two stars because the glowing is nice at night.  This is a second hand truth serum called 'Spill It Drops'. Clearly had a long life before me, but it still has plenty of magic left."
204,2025-10-31,lucky charm,Rent Day Rabbit Foot,Honestly a bargain. Retail spellbooks are overpriced. This second hand one summoned exactly the right dragon at the right time.  This is a second hand lucky charm called 'Rent Day Rabbit Foot'. You can still feel a bit of the previous owner's energy in the item.
205,2025-03-15,cursed doll,Grandma's Knitter,"Good starter item if you are okay with minor hauntings and occasional time loops.  Only speaks at night and only in petty complaints about my life choices. Put it in the closet, it moved to the kitchen and made coffee. Confusing but helpful. This is a second hand cursed doll called 'Grandma's Knitter'. Seller included a warning note that I really should have taken more seriously."
206,2023-01-26,love potion,Swipe Right Serum,"Used it once, woke up with a legally binding contract tattooed on my arm in infernal.  Ex keeps trying to borrow it, which feels like a red flag. Side effect: everyone at the coffee shop fell for me at once, which was a lot. Used it on a dating app meetup and things escalated into a royal engagement. This is a second hand love potion called 'Swipe Right Serum'. Came with some notes scribbled in the margins that were actually very helpful."
207,2023-04-19,time hourglass,Deadline Bender,Bought this second hand and honestly it changed my life. Used it once and now I am technically a minor king of a small valley.  Great for getting five more minutes of sleep which somehow become an extra week in 2003. This is a second hand time hourglass called 'Deadline Bender'. You can still feel a bit of the previous owner's energy in the item.
208,2021-11-23,necromancer's grimoire,Group Chat With The Dead,"Fine if you read all the warnings. I did not. That part is on me.  Brought my group chat back from the dead. They immediately started sending memes again. This is a second hand necromancer's grimoire called 'Group Chat With The Dead'. Clearly had a long life before me, but it still has plenty of magic left."
209,2024-01-20,lucky charm,Lottery Maybe Keychain,Honestly a bargain. Retail spellbooks are overpriced. This second hand one summoned exactly the right dragon at the right time.  This is a second hand lucky charm called 'Lottery Maybe Keychain'. You can still feel a bit of the previous owner's energy in the item.
210,2024-07-05,magic carpet,Patchwork Glider,"Had to recalibrate the runes, but after that it works mostly as advertised.  Previous owner's crumbs are still in the fabric and occasionally reassemble into tiny bread elementals. Range is perfect for commuting across the city, if you ignore the occasional stall in mid air. This is a second hand magic carpet called 'Patchwork Glider'. You can still feel a bit of the previous owner's energy in the item."
211,2024-08-19,summoning candle,Midnight Hotline,Advertised as 'great for beginners' but the manual is in screams and the refund policy is a joke.  Lighting it after midnight connects you to something like customer service for demons. Comes with a hold music curse whenever you put it out. This is a second hand summoning candle called 'Midnight Hotline'. Seller included a warning note that I really should have taken more seriously.
212,2021-10-18,talking sword,Drama Saber,"Gently used but incredibly powerful. Helped me slay a mid sized dragon and still has charges left.  Keeps rating my fighting form like a reality show judge. Will not stop giving unsolicited combat commentary, but it does know weak spots on dragons. This is a second hand talking sword called 'Drama Saber'. Seller included a warning note that I really should have taken more seriously."
213,2024-11-25,teleportation stone,DelayPort Rock,"Was a bit skeptical about buying a used item, but it works perfectly. Got my promotion, my crush, and a rent controlled castle.  Gets you close to your destination, usually a bus stop away. This is a second hand teleportation stone called 'DelayPort Rock'. Came with some notes scribbled in the margins that were actually very helpful."
214,2023-04-10,haunted ring,Ring of Red Flags,"Arrived sticky and haunted. The demon will not stop giving me productivity tips at 3 in the morning.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Ring of Red Flags'. Clearly had a long life before me, but it still has plenty of magic left."
215,2021-01-11,invisibility cloak,Social Exit Cape,"Three uses in and my house plants have unionised. Two stars because the glowing is nice at night.  Works fine except my shoes stay visible, which ruins dramatic exits. This is a second hand invisibility cloak called 'Social Exit Cape'. Seller included a warning note that I really should have taken more seriously."
216,2023-05-25,lucky charm,Rent Day Rabbit Foot,"Gently used but incredibly powerful. Helped me slay a mid sized dragon and still has charges left.  This is a second hand lucky charm called 'Rent Day Rabbit Foot'. Clearly had a long life before me, but it still has plenty of magic left."
217,2023-11-26,lucky charm,Rent Day Rabbit Foot,Three uses in and my house plants have unionised. Two stars because the glowing is nice at night.  This is a second hand lucky charm called 'Rent Day Rabbit Foot'. You can still feel a bit of the previous owner's energy in the item.
218,2023-10-22,time hourglass,Laggy Hourglass,"Light wear, strong magic. Managed to overthrow a corrupt mayor and replace him with a competent skeleton.  Great for getting five more minutes of sleep which somehow become an extra week in 2003. This is a second hand time hourglass called 'Laggy Hourglass'. You can still feel a bit of the previous owner's energy in the item."
219,2023-04-13,teleportation stone,MetroSkip Stone,"Gently used but incredibly powerful. Helped me slay a mid sized dragon and still has charges left.  Gets you close to your destination, usually a bus stop away. This is a second hand teleportation stone called 'MetroSkip Stone'. Clearly had a long life before me, but it still has plenty of magic left."
220,2024-01-27,haunted ring,Ex Engagement Band,Three uses in and my house plants have unionised. Two stars because the glowing is nice at night.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Ex Engagement Band'. Came with some notes scribbled in the margins that were actually very helpful.
221,2021-04-30,haunted ring,Spectral Promise,Listing said 'lightly cursed' but I am now on my third exorcist this week.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Spectral Promise'. You can still feel a bit of the previous owner's energy in the item.
222,2025-08-27,necromancer's grimoire,HR For Spirits,"It works, but there is definitely some history attached. You can hear it sigh every time you pick it up.  Brought my group chat back from the dead. They immediately started sending memes again. This is a second hand necromancer's grimoire called 'HR For Spirits'. Came with some notes scribbled in the margins that were actually very helpful."
223,2024-04-15,cursed doll,Porcelain Trouble,"You get what you pay for. Good for practice, not for serious demon negotiations.  Put it in the closet, it moved to the kitchen and made coffee. Confusing but helpful. Only speaks at night and only in petty complaints about my life choices. This is a second hand cursed doll called 'Porcelain Trouble'. Seller included a warning note that I really should have taken more seriously."
224,2025-07-04,summoning candle,Midnight Hotline,Three uses in and my house plants have unionised. Two stars because the glowing is nice at night.  Comes with a hold music curse whenever you put it out. Lighting it after midnight connects you to something like customer service for demons. This is a second hand summoning candle called 'Midnight Hotline'. Seller included a warning note that I really should have taken more seriously.
225,2024-01-03,talking sword,Chatterblade,"Advertised as 'great for beginners' but the manual is in screams and the refund policy is a joke.  Will not stop giving unsolicited combat commentary, but it does know weak spots on dragons. Keeps rating my fighting form like a reality show judge. This is a second hand talking sword called 'Chatterblade'. Came with some notes scribbled in the margins that were actually very helpful."
226,2025-02-24,truth serum,Honesty Shot,"Decent condition for second hand magic. Smells like brimstone and lavender.  This is a second hand truth serum called 'Honesty Shot'. Clearly had a long life before me, but it still has plenty of magic left."
227,2021-04-25,haunted ring,Ex Engagement Band,Honestly a bargain. Retail spellbooks are overpriced. This second hand one summoned exactly the right dragon at the right time.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Ex Engagement Band'. Seller included a warning note that I really should have taken more seriously.
228,2024-02-22,magic carpet,Rug of Maybe Flying,"Advertised as 'great for beginners' but the manual is in screams and the refund policy is a joke.  Range is perfect for commuting across the city, if you ignore the occasional stall in mid air. This is a second hand magic carpet called 'Rug of Maybe Flying'. Seller included a warning note that I really should have taken more seriously."
